Name,City,IATA Code,Destination Count,Latitude,Longitude
Montgomery Regional (Dannelly Field) Airport,Montgomery,MGM,7,32.30059814,-86.39399719
Manhattan Regional Airport,Manhattan,MHK,4,39.14099884033203,-96.6707992553711
Manchester-Boston Regional Airport,Manchester NH,MHT,20,42.932598,-71.435699
General Mitchell International Airport,Milwaukee,MKE,65,42.94720077514648,-87.89659881591797
Melbourne International Airport,Melbourne,MLB,5,28.10280036926269,-80.64530181884766
Quad City International Airport,Moline,MLI,15,41.44850158691406,-90.50749969482422
General Francisco J. Mujica International Airport,Morelia,MLM,10,19.849899292,-101.025001526
Monroe Regional Airport,Monroe,MLU,6,32.51089859008789,-92.0376968383789
Mammoth Yosemite Airport,Mammoth Lakes,MMH,2,37.62409973,-118.83799740000002
Mobile Regional Airport,Mobile,MOB,9,30.691200256348,-88.242797851562
Sawyer International Airport,Gwinn,MQT,3,46.3535995483,-87.39540100100001
Monterey Peninsula Airport,Monterey,MRY,10,36.58700180053711,-121.84300231933594
Dane County Regional Truax Field,Madison,MSN,17,43.13990020751953,-89.3375015258789
Myrtle Beach International Airport,Myrtle Beach,MYR,34,33.6796989441,-78.9282989502
Nadi International Airport,Nandi,NAN,43,-17.755399703979492,177.4429931640625
Lynden Pindling International Airport,Nassau,NAS,67,25.0389995575,-77.46620178219999
Newcastle Airport,Newcastle,NCL,84,55.037498474121094,-1.6916699409484863
Albert J Ellis Airport,Jacksonville NC,OAJ,7,34.8292007446,-77.61209869380002
Metropolitan Oakland International Airport,Oakland,OAK,54,37.721298,-122.221001
Kahului Airport,Kahului,OGG,42,20.8986,-156.429993
Will Rogers World Airport,Oklahoma City,OKC,40,35.39310073852539,-97.60070037841795
Eppley Airfield,Omaha,OMA,34,41.3032,-95.89409599999999
Ontario International Airport,Ontario,ONT,24,34.05599975585937,-117.60099792480469
Norfolk International Airport,Norfolk,ORF,36,36.89459991455078,-76.20120239257812
Hermanos Serdán International Airport,Puebla,PBC,7,19.1581001282,-98.3713989258
Portland International Airport,Portland,PDX,113,45.58869934,-122.59799960000001
Pitt Greenville Airport,Greenville,PGV,2,35.6352005,-77.38529968
Newport News Williamsburg International Airport,Newport News,PHF,9,37.13190079,-76.49299622
Phoenix Sky Harbor International Airport,Phoenix,PHX,251,33.43429946899414,-112.01200103759766
General Wayne A. Downing Peoria International Airport,Peoria,PIA,15,40.664199829100006,-89.6932983398
Pittsburgh International Airport,Pittsburgh,PIT,74,40.49150085,-80.23290253
El Tepual Airport,Puerto Montt,PMC,10,-41.43889999389648,-73.09400177001953
Gregorio Luperon International Airport,Puerto Plata,POP,16,19.75790023803711,-70.56999969482422
Faa'a International Airport,Papeete,PPT,38,-17.553698999999998,-149.60699499999998
Palm Springs International Airport,Palm Springs,PSP,26,33.829700469970696,-116.50700378417969
Theodore Francis Green State Airport,Providence,PVD,27,41.732601,-71.42040300000001
Querétaro Intercontinental Airport,Queretaro,QRO,7,20.6173,-100.185997
Rapid City Regional Airport,Rapid City,RAP,8,44.0452995300293,-103.05699920654295
Roberts Field,Redmond-Bend,RDM,8,44.254100799999996,-121.15000149999999
Raleigh Durham International Airport,Raleigh-durham,RDU,83,35.877601623535156,-78.7874984741211
Guararapes - Gilberto Freyre International Airport,Recife,REC,36,-8.126489639282228,-34.923599243164055
Richmond International Airport,Richmond,RIC,38,37.50519943237305,-77.3197021484375
Reno Tahoe International Airport,Reno,RNO,27,39.49909973144531,-119.76799774169922
Greater Rochester International Airport,Rochester,ROC,30,43.118900299072266,-77.67240142822266
Roswell International Air Center Airport,Roswell,ROW,2,33.30160140991211,-104.53099822998048
Rochester International Airport,Rochester,RST,4,43.90829849243164,-92.5
Rotterdam The Hague Airport,Rotterdam,RTM,33,51.956902,4.43722
Santa Fe Municipal Airport,Santa Fe,SAF,6,35.617099761999995,-106.08899688700001
Monseñor Óscar Arnulfo Romero International Airport,San Salvador,SAL,53,13.4409,-89.055702
San Diego International Airport,San Diego,SAN,119,32.7336006165,-117.190002441
Savannah Hilton Head International Airport,Savannah,SAV,23,32.12760162,-81.20210266
Santa Barbara Municipal Airport,Santa Barbara,SBA,8,34.42620087,-119.8399963
San Luis County Regional Airport,San Luis Obispo,SBP,4,35.2368011475,-120.64199829100001
Salisbury Ocean City Wicomico Regional Airport,Salisbury,SBY,4,38.34049987792969,-75.51029968261719
University Park Airport,State College Pennsylvania,SCE,5,40.8493003845,-77.84870147710002
Louisville International Standiford Field,Louisville,SDF,41,38.1744,-85.736
Seattle Tacoma International Airport,Seattle,SEA,201,47.449001,-122.308998
San Francisco International Airport,San Francisco,SFO,249,37.61899948120117,-122.375
Springfield Branson National Airport,Springfield,SGF,14,37.24570084,-93.38860321
Shreveport Regional Airport,Shreveport,SHV,8,32.446602,-93.8256
Norman Y. Mineta San Jose International Airport,San Jose,SJC,60,37.362598,-121.929001
San Angelo Regional Mathis Field,San Angelo,SJT,2,31.35770034790039,-100.49600219726562
Robert L. Bradshaw International Airport,Basse Terre,SKB,11,17.311199188232422,-62.71870040893555
Salt Lake City International Airport,Salt Lake City,SLC,141,40.78839874267578,-111.97799682617188
Ponciano Arriaga International Airport,San Luis Potosi,SLP,8,22.254299163800006,-100.930999756
Sacramento International Airport,Sacramento,SMF,55,38.69540023803711,-121.59100341796876
Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,SPS,2,33.9888,-98.49189799999999
Sarasota Bradenton International Airport,Sarasota,SRQ,13,27.39539909362793,-82.55439758300781
Cibao International Airport,Santiago,STI,11,19.406099319458008,-70.60469818115234
Charles M. Schulz Sonoma County Airport,Santa Rosa,STS,6,38.50899887,-122.8130035
Sioux Gateway Col. Bud Day Field,Sioux City,SUX,2,42.40259933,-96.38439941
Stavanger Airport Sola,Stavanger,SVG,54,58.876701354,5.637780189500001
Stewart International Airport,Newburgh,SWF,6,41.50410079956055,-74.10479736328125
Toledo Express Airport,Toledo,TOL,5,41.58679962,-83.80780029
Tri-Cities Regional TN/VA Airport,Bristol,TRI,7,36.475201,-82.40740100000001
Townsville Airport,Townsville,TSV,16,-19.252500534057614,146.76499938964844
Tulsa International Airport,Tulsa,TUL,27,36.19839859008789,-95.88809967041016
Tucson International Airport,Tucson,TUS,31,32.116100311279304,-110.94100189208984
Cherry Capital Airport,Traverse City,TVC,5,44.74140167236328,-85.58219909667969
Texarkana Regional Webb Field,Texarkana,TXK,2,33.45370101928711,-93.99099731445312
Tyler Pounds Regional Airport,Tyler,TYR,3,32.35409927368164,-95.40239715576172
Hewanorra International Airport,Hewandorra,UVF,19,13.7332,-60.952599
Destin-Ft Walton Beach Airport,Valparaiso,VPS,10,30.4832,-86.525398
Viru Viru International Airport,Santa Cruz,VVI,24,-17.6448,-63.135399
Halifax / Stanfield International Airport,Halifax,YHZ,43,44.880798339799995,-63.508598327600005
Waterloo Airport,Waterloo,YKF,3,43.4608001709,-80.3786010742
Yuma MCAS/Yuma International Airport,Yuma,YUM,3,32.65660095,-114.6060028
Lanzarote Airport,Arrecife,ACE,116,28.945498999999998,-13.6052
Alicante International Airport,Alicante,ALC,157,38.28219985961914,-0.5581560134887695
Djerba Zarzis International Airport,Djerba,DJE,37,33.875,10.775500297546387
Münster Osnabrück Airport,Munster,FMO,11,52.134601593,7.68483018875
Madeira Airport,Funchal,FNC,52,32.697899,-16.7745
Fuerteventura Airport,Fuerteventura,FUE,97,28.452699661254886,-13.863800048828125
Guernsey Airport,Guernsey,GCI,18,49.43500137329102,-2.601969957351685
Gdańsk Lech Wałęsa Airport,Gdansk,GDN,51,54.377601623535156,18.46619987487793
Innsbruck Airport,Innsbruck,INN,8,47.260201,11.344000000000001
Jersey Airport,Jersey,JER,38,49.20790100097656,-2.1955099105834956
London City Airport,London,LCY,62,51.505299,0.055277999999999994
Almería International Airport,Almeria,LEI,18,36.84389877319336,-2.3701000213623047
Linz Hörsching Airport,Linz,LNZ,12,48.2332,14.1875
Menorca Airport,Menorca,MAH,34,39.86259841918945,4.2186498641967765
Malta International Airport,Malta,MLA,113,35.857498,14.4775
Enfidha - Hammamet International Airport,Enfidha,NBE,45,36.075833,10.438611
Paderborn Lippstadt Airport,Paderborn,PAD,11,51.614101409899995,8.616319656369999
João Paulo II Airport,Ponta Delgada,PDL,23,37.7411994934,-25.6979007721
Aktion National Airport,Preveza,PVK,11,38.92549896240234,20.765300750732425
Saarbrücken Airport,Saarbruecken,SCN,9,49.2145996094,7.10950994492
La Palma Airport,Santa Cruz De La Palma,SPC,8,28.626499,-17.7556
Sevilla Airport,Sevilla,SVQ,65,37.41799926757813,-5.8931097984313965
Valencia Airport,Valencia,VLC,82,39.4893,-0.481625
Nea Anchialos Airport,Nea Anghialos,VOL,5,39.21960067749024,22.794300079345703
Juan Gualberto Gomez International Airport,Varadero,VRA,13,23.03440093994141,-81.435302734375
Guanambi Airport,Guanambi,GNM,1,-14.208200454711914,-42.74610137939453
Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,LAZ,1,-13.2621002197,-43.4081001282
Addis Ababa Bole International Airport,Addis Ababa,ADD,105,8.97789001465,38.7993011475
Samaná El Catey International Airport,Samana,AZS,6,19.267000198399998,-69.7419967651
Bujumbura International Airport,Bujumbura,BJM,13,-3.3240199089050293,29.318500518798828
Jardines Del Rey Airport,Cunagua,CCC,6,22.4610004425,-78.32839965820001
Ndjili International Airport,Kinshasa,FIH,27,-4.38575,15.4446
Frank Pais International Airport,Holguin,HOG,11,20.785600662231445,-76.31510162353516
Kigali International Airport,Kigali,KGL,40,-1.9686299999999999,30.1395
Quatro de Fevereiro Airport,Luanda,LAD,46,-8.858369999999999,13.2312
Abel Santamaria Airport,Santa Clara,SNU,9,22.49220085144043,-79.943603515625
Trondheim Airport Værnes,Trondheim,TRD,44,63.45780179999999,10.9239998
Vilnius International Airport,Vilnius,VNO,58,54.634102,25.285801
Sault Ste Marie Airport,Sault Sainte Marie,YAM,4,46.48500061035156,-84.5093994140625
Baie Comeau Airport,Baie Comeau,YBC,6,49.13249969482422,-68.20439910888672
CFB Bagotville,Bagotville,YBG,4,48.33060073852539,-70.99639892578125
Nanaimo Airport,Nanaimo,YCD,2,49.054970224899996,-123.869862556
Castlegar/West Kootenay Regional Airport,Castlegar,YCG,2,49.296398162799996,-117.63200378399999
Deer Lake Airport,Deer Lake,YDF,7,49.21080017089844,-57.39139938354492
Fredericton Airport,Fredericton,YFC,4,45.86890029907226,-66.53720092773439
Kingston Norman Rogers Airport,Kingston,YGK,1,44.22529983520508,-76.5969009399414
Gaspé (Michel-Pouliot) Airport,Gaspe,YGP,2,48.775299072299994,-64.4785995483
Îles-de-la-Madeleine Airport,Iles De La Madeleine,YGR,3,47.42470169067383,-61.778099060058594
Fort McMurray Airport,Fort Mcmurray,YMM,12,56.653301238999994,-111.22200012200001
Prince Rupert Airport,Prince Pupert,YPR,2,54.2860984802,-130.445007324
Red Deer Regional Airport,Red Deer Industrial,YQF,3,52.18220138549805,-113.8939971923828
Windsor Airport,Windsor,YQG,3,42.27560043334961,-82.95559692382812
Lethbridge County Airport,Lethbridge,YQL,1,49.6302986145,-112.80000305200001
Greater Moncton International Airport,Moncton,YQM,10,46.11220169067383,-64.67859649658203
Regina International Airport,Regina,YQR,16,50.43190002441406,-104.66600036621094
Thunder Bay Airport,Thunder Bay,YQT,13,48.37189865112305,-89.32389831542969
Grande Prairie Airport,Grande Prairie,YQU,4,55.1796989441,-118.885002136
Gander International Airport,Gander,YQX,3,48.9369010925293,-54.56809997558594
Sydney / J.A. Douglas McCurdy Airport,Sydney,YQY,2,46.1614,-60.047798
Sudbury Airport,Sudbury,YSB,6,46.625,-80.79889678955078
Saint John Airport,St. John,YSJ,3,45.31610107421875,-65.89029693603516
Timmins/Victor M. Power,Timmins,YTS,5,48.569698333699996,-81.376701355
Billy Bishop Toronto City Centre Airport,Toronto,YTZ,14,43.627499,-79.396202
Val-d'Or Airport,Val D'or,YVO,7,48.0532989502,-77.7827987671
Saskatoon John G. Diefenbaker International Airport,Saskatoon,YXE,15,52.170799255371094,-106.6999969482422
Medicine Hat Airport,Medicine Hat,YXH,1,50.01890182495117,-110.72100067138672
London Airport,London,YXU,6,43.035599,-81.1539
North Bay Jack Garland Airport,North Bay,YYB,2,46.363602,-79.422798
Penticton Airport,Penticton,YYF,1,49.46310043334961,-119.60199737548828
Charlottetown Airport,Charlottetown,YYG,4,46.290000915527344,-63.12110137939453
Goose Bay Airport,Goose Bay,YYR,15,53.3191986084,-60.425800323500006
St. John's International Airport,St. John's,YYT,22,47.618598938000005,-52.751899719200004
Mont Joli Airport,Mont Joli,YYY,8,48.60860061645508,-68.20809936523439
Sandspit Airport,Sandspit,YZP,1,53.25429916379999,-131.813995361
Chris Hadfield Airport,Sarnia,YZR,1,42.9994010925293,-82.30889892578125
Bathurst Airport,Bathurst,ZBF,1,47.629699707,-65.738899231
San Salvador Airport,Cockburn Town,ZSA,4,24.06329917907715,-74.52400207519531
Romeu Zema Airport,Araxa,AAX,1,-19.563199996948,-46.960399627686
Piloto Osvaldo Marques Dias Airport,Alta Floresta,AFL,1,-9.866389274600001,-56.104999542200005
Santa Maria Airport,Aracaju,AJU,13,-10.984000206,-37.0703010559
Araraquara Airport,Araracuara,AQA,1,-21.812000274699997,-48.13299942020001
Araçatuba Airport,Aracatuba,ARU,2,-21.1413002014,-50.4247016907
Altamira Airport,Altamira,ATM,4,-3.2539100646973,-52.254001617432
Barcelos Airport,Barcelos,BAZ,1,-0.981292,-62.919601
Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,BEL,36,-1.3792500495900002,-48.476299285900005
Porto Seguro Airport,Porto Seguro,BPS,11,-16.438601000000002,-39.080898
Atlas Brasil Cantanhede Airport,Boa Vista,BVB,3,2.8413889408099995,-60.69222259520001
Brigadeiro Camarão Airport,Vilhena,BVH,1,-12.694399833678998,-60.098300933838
Bonito Airport,Bointo,BYO,1,-21.247298999999998,-56.452498999999996
Bartolomeu Lisandro Airport,Campos,CAW,4,-21.698299408,-41.301700591999996
Diomício Freitas Airport,Criciuma,CCM,2,-28.724443435700003,-49.4213905334
Cabo Frio Airport,Cabo Frio,CFB,3,-22.921699523900003,-42.0742988586
Congonhas Airport,Sao Paulo,CGH,47,-23.626110076904297,-46.65638732910156
Coari Airport,Coari,CIZ,1,-4.1340599060058585,-63.13259887695313
Carajás Airport,Parauapebas,CKS,4,-6.11527776718,-50.0013885498
Nelson Ribeiro Guimarães Airport,Caldas Novas,CLV,2,-17.725299835205,-48.607498168945
Corumbá International Airport,Corumba,CMG,1,-19.0119438171,-57.6713905334
Presidente João Suassuna Airport,Campina Grande,CPV,2,-7.26992,-35.8964
Hugo Cantergiani Regional Airport,Caxias Do Sul,CXJ,3,-29.197099685700003,-51.1875
Eirunepé Airport,Eirunepe,ERN,1,-6.6395301818847665,-69.87979888916016
Fernando de Noronha Airport,Fernando Do Noronha,FEN,3,-3.8549300000000004,-32.423302
Hercílio Luz International Airport,Florianopolis,FLN,21,-27.670278549194336,-48.5525016784668
Pinto Martins International Airport,Fortaleza,FOR,36,-3.776279926300049,-38.53260040283203
Coronel Altino Machado de Oliveira Airport,Governador Valadares,GVR,1,-18.89520072937,-41.982200622559
Cataratas International Airport,Foz Do Iguacu,IGU,12,-25.60027885437012,-54.48500061035156
Prefeito Renato Moreira Airport,Imperatriz,IMP,7,-5.53129,-47.459998999999996
Bahia - Jorge Amado Airport,Ilheus,IOS,9,-14.815999984741001,-39.033199310303004
Usiminas Airport,Ipatinga,IPN,3,-19.470699310302997,-42.487598419189
Tapuruquara Airport,Santa Isabel do Rio Negro,IRZ,1,-0.3786,-64.9923
Itaituba Airport,Itaituba,ITB,2,-4.2423400878906,-56.000701904296996
Zona da Mata Regional Airport,Juiz de Fora,IZA,2,-21.5130558014,-43.1730575562
Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,JDO,5,-7.21895980835,-39.270099639899996
Lauro Carneiro de Loyola Airport,Joinville,JOI,5,-26.22450065612793,-48.797401428222656
Presidente Castro Pinto International Airport,Joao Pessoa,JPA,11,-7.145833015440002,-34.9486122131
Ji-Paraná Airport,Ji-Paraná,JPR,2,-10.870800018299999,-61.8465003967
Bauru - Arealva Airport,Bauru,JTC,3,-22.1668591409,-49.0502866745
Governador José Richa Airport,Londrina,LDB,11,-23.3335990906,-51.1301002502
Coronel Horácio de Mattos Airport,Lençóis,LEC,1,-12.4822998047,-41.2770004272
João Correa da Rocha Airport,Maraba,MAB,12,-5.36858987808,-49.1380004883
Alberto Alcolumbre Airport,Macapa,MCP,3,0.0506640002131,-51.0722007751
Zumbi dos Palmares Airport,Maceio,MCZ,13,-9.510809898376463,-35.79169845581055
Macaé Airport,Macaé,MEA,4,-22.343000412,-41.7659988403
Regional de Maringá - Sílvio Nane Junior Airport,Maringa,MGF,10,-23.4794445038,-52.01222229
Frank Miloye Milenkowichi–Marília State Airport,Marília,MII,2,-22.1968994141,-49.926399231000005
Mário Ribeiro Airport,Montes Claros,MOC,3,-16.706899642899998,-43.818901061999995
Governador Aluízio Alves International Airport,Natal,NAT,16,-5.768056,-35.376111
Ministro Victor Konder International Airport,Navegantes,NVT,7,-26.879998999999998,-48.651402000000004
Cacoal Airport,Cacoal,OAL,1,-11.495999999999999,-61.4508
Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,OLC,1,-3.46792950765,-68.9204120636
Paulo Afonso Airport,Paulo Alfonso,PAV,1,-9.4008798599243,-38.250598907471
João Simões Lopes Neto International Airport,Pelotas,PET,4,-31.718398999999998,-52.327702
Lauro Kurtz Airport,Passo Fundo,PFB,5,-28.243999,-52.326599
Prefeito Doutor João Silva Filho Airport,Parnaiba,PHB,2,-2.89374995232,-41.73199844359999
Parintins Airport,Parintins,PIN,1,-2.6730198860168457,-56.777198791503906
Senador Nilo Coelho Airport,Petrolina,PNZ,5,-9.362409591674805,-40.56909942626953
